범위,이벤트,모델,τ,변수,β,SE,p,n,유효n,BW,방법,p_bh,sig_bh
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.95,SP500_x_GPR,-0.00585,0.00469,0.2134,299,284.1,5,HAC+IA(bw=5),0.4685625,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.01,Gold_z,0.02625,0.00895,0.0036,299,3.0,5,HAC+IA(bw=5),0.02438709677419355,True
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.01,GPR_custom_z,-0.0083,0.01222,0.4974,299,3.0,5,HAC+IA(bw=5),0.7811070110701107,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.01,Gold_x_GPR,0.00137,0.01234,0.9114,299,3.0,5,HAC+IA(bw=5),0.9731732673267327,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.025,Gold_z,0.00172,0.00549,0.7546,299,7.5,5,HAC+IA(bw=5),0.9138328530259366,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.025,GPR_custom_z,-0.00278,0.00779,0.721,299,7.5,5,HAC+IA(bw=5),0.9064792899408285,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.025,Gold_x_GPR,-0.00287,0.00829,0.7295,299,7.5,5,HAC+IA(bw=5),0.9064792899408285,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.05,Gold_z,0.00165,0.005,0.7409,299,15.0,5,HAC+IA(bw=5),0.9116326530612244,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.05,GPR_custom_z,-0.00153,0.00673,0.8197,299,15.0,5,HAC+IA(bw=5),0.9417868852459017,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.05,Gold_x_GPR,-0.00206,0.00779,0.7918,299,15.0,5,HAC+IA(bw=5),0.9245801104972377,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.1,Gold_z,0.00284,0.0042,0.4988,299,29.9,5,HAC+IA(bw=5),0.7811070110701107,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.1,GPR_custom_z,-0.00122,0.00501,0.8078,299,29.9,5,HAC+IA(bw=5),0.9340384615384616,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.1,Gold_x_GPR,-0.00149,0.00711,0.8346,299,29.9,5,HAC+IA(bw=5),0.9498031914893617,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.2,Gold_z,0.00308,0.00358,0.3899,299,59.8,5,HAC+IA(bw=5),0.6766859504132232,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.2,GPR_custom_z,-6e-05,0.00358,0.9871,299,59.8,5,HAC+IA(bw=5),0.9918,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.2,Gold_x_GPR,-0.0035,0.00686,0.6097,299,59.8,5,HAC+IA(bw=5),0.851704918032787,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.25,Gold_z,0.0052,0.00345,0.1332,299,74.8,5,HAC+IA(bw=5),0.33954216867469883,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.25,GPR_custom_z,-0.0001,0.00321,0.974,299,74.8,5,HAC+IA(bw=5),0.9918,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.25,Gold_x_GPR,-0.00113,0.0066,0.8646,299,74.8,5,HAC+IA(bw=5),0.9594617414248022,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.5,Gold_z,0.00642,0.00313,0.0412,299,149.5,5,HAC+IA(bw=5),0.15875229357798165,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.5,GPR_custom_z,0.00063,0.00244,0.7957,299,149.5,5,HAC+IA(bw=5),0.9245801104972377,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.5,Gold_x_GPR,0.00073,0.00604,0.904,299,149.5,5,HAC+IA(bw=5),0.9731732673267327,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.75,Gold_z,0.00192,0.00317,0.5459,299,224.2,5,HAC+IA(bw=5),0.816982206405694,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.75,GPR_custom_z,-0.0017,0.0032,0.5963,299,224.2,5,HAC+IA(bw=5),0.851704918032787,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.75,Gold_x_GPR,0.00266,0.00481,0.5808,299,224.2,5,HAC+IA(bw=5),0.847,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.9,Gold_z,-0.0007,0.00415,0.8658,299,269.1,5,HAC+IA(bw=5),0.9594617414248022,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.9,GPR_custom_z,-0.00073,0.00554,0.8955,299,269.1,5,HAC+IA(bw=5),0.9719536082474227,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.9,Gold_x_GPR,0.00979,0.00476,0.0405,299,269.1,5,HAC+IA(bw=5),0.1575,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.95,Gold_z,-0.00493,0.00525,0.348,299,284.1,5,HAC+IA(bw=5),0.6160588235294118,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.95,GPR_custom_z,-0.00261,0.00744,0.7259,299,284.1,5,HAC+IA(bw=5),0.9064792899408285,False
이벤트별,이스라엘-이란 충돌,Gold+GPR+IA,0.95,Gold_x_GPR,0.01368,0.00552,0.0138,299,284.1,5,HAC+IA(bw=5),0.0706829268292683,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.01,SP500_z,0.01838,0.00688,0.0081,272,2.7,4,HAC+IA(bw=4),0.04597297297297297,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.01,GPR_custom_z,0.01311,0.00587,0.0264,272,2.7,4,HAC+IA(bw=4),0.1167157894736842,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.01,SP500_x_GPR,-0.00387,0.0039,0.3224,272,2.7,4,HAC+IA(bw=4),0.6072107623318387,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.025,SP500_z,0.01619,0.00558,0.004,272,6.8,4,HAC+IA(bw=4),0.025454545454545452,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.025,GPR_custom_z,0.00644,0.00481,0.1815,272,6.8,4,HAC+IA(bw=4),0.43312500000000004,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.025,SP500_x_GPR,-0.00303,0.00327,0.356,272,6.8,4,HAC+IA(bw=4),0.6256066945606694,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.05,SP500_z,0.01507,0.00507,0.0032,272,13.6,4,HAC+IA(bw=4),0.022779661016949154,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.05,GPR_custom_z,0.00504,0.00423,0.2346,272,13.6,4,HAC+IA(bw=4),0.5018680203045685,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.05,SP500_x_GPR,-0.00332,0.00302,0.2728,272,13.6,4,HAC+IA(bw=4),0.5535072463768116,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.1,SP500_z,0.01676,0.00486,0.0006,272,27.2,4,HAC+IA(bw=4),0.0057272727272727275,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.1,GPR_custom_z,0.00517,0.00312,0.099,272,27.2,4,HAC+IA(bw=4),0.2896551724137931,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.1,SP500_x_GPR,-0.00022,0.00258,0.9331,272,27.2,4,HAC+IA(bw=4),0.9731732673267327,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.2,SP500_z,0.01463,0.00388,0.0002,272,54.4,4,HAC+IA(bw=4),0.002048780487804878,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.2,GPR_custom_z,0.00246,0.00246,0.3182,272,54.4,4,HAC+IA(bw=4),0.6047239819004525,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.2,SP500_x_GPR,0.0009,0.00227,0.6931,272,54.4,4,HAC+IA(bw=4),0.898462962962963,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.25,SP500_z,0.0138,0.00357,0.0001,272,68.0,4,HAC+IA(bw=4),0.0012000000000000001,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.25,GPR_custom_z,0.00181,0.00233,0.4373,272,68.0,4,HAC+IA(bw=4),0.7259525691699604,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.25,SP500_x_GPR,0.00152,0.00221,0.494,272,68.0,4,HAC+IA(bw=4),0.7811070110701107,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.5,SP500_z,0.01255,0.00327,0.0002,272,136.0,4,HAC+IA(bw=4),0.002048780487804878,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.5,GPR_custom_z,0.00275,0.00116,0.0188,272,136.0,4,HAC+IA(bw=4),0.0887191011235955,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.5,SP500_x_GPR,-0.00244,0.00236,0.3026,272,136.0,4,HAC+IA(bw=4),0.5883888888888889,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.75,SP500_z,0.00998,0.00251,0.0001,272,204.0,4,HAC+IA(bw=4),0.0012000000000000001,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.75,GPR_custom_z,0.00103,0.002,0.6055,272,204.0,4,HAC+IA(bw=4),0.851704918032787,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.75,SP500_x_GPR,0.00021,0.0027,0.9395,272,204.0,4,HAC+IA(bw=4),0.9742962962962962,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.9,SP500_z,0.00955,0.00288,0.0011,272,244.8,4,HAC+IA(bw=4),0.009625,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.9,GPR_custom_z,0.00313,0.00383,0.4144,272,244.8,4,HAC+IA(bw=4),0.7075121951219512,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.9,SP500_x_GPR,0.00593,0.00417,0.156,272,244.8,4,HAC+IA(bw=4),0.38541176470588234,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.95,SP500_z,0.0086,0.00319,0.0074,272,258.4,4,HAC+IA(bw=4),0.043166666666666666,True
이벤트별,이란 전쟁,SP500+GPR+IA,0.95,GPR_custom_z,0.00128,0.00477,0.7881,272,258.4,4,HAC+IA(bw=4),0.9245801104972377,False
이벤트별,이란 전쟁,SP500+GPR+IA,0.95,SP500_x_GPR,0.00548,0.00455,0.2296,272,258.4,4,HAC+IA(bw=4),0.49707216494845363,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.01,Gold_z,-0.001,0.00236,0.6706,272,2.7,4,HAC+IA(bw=4),0.8829216300940439,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.01,GPR_custom_z,0.0122,0.00668,0.0689,272,2.7,4,HAC+IA(bw=4),0.22260000000000002,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.01,Gold_x_GPR,-0.00041,0.0018,0.8207,272,2.7,4,HAC+IA(bw=4),0.9417868852459017,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.025,Gold_z,0.00209,0.00218,0.3377,272,6.8,4,HAC+IA(bw=4),0.6160588235294118,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.025,GPR_custom_z,0.00686,0.0058,0.2381,272,6.8,4,HAC+IA(bw=4),0.5050606060606061,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.025,Gold_x_GPR,-0.00155,0.00154,0.3133,272,6.8,4,HAC+IA(bw=4),0.6023835616438356,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.05,Gold_z,0.00079,0.00177,0.655,272,13.6,4,HAC+IA(bw=4),0.8705696202531646,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.05,GPR_custom_z,0.007,0.00485,0.1495,272,13.6,4,HAC+IA(bw=4),0.37153846153846154,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.05,Gold_x_GPR,0.00029,0.00131,0.8276,272,13.6,4,HAC+IA(bw=4),0.9471171662125341,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.1,Gold_z,-0.00015,0.00144,0.9165,272,27.2,4,HAC+IA(bw=4),0.9731732673267327,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.1,GPR_custom_z,0.00403,0.00383,0.2935,272,27.2,4,HAC+IA(bw=4),0.5814622641509434,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.1,Gold_x_GPR,0.00194,0.00119,0.1047,272,27.2,4,HAC+IA(bw=4),0.2988243243243243,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.2,Gold_z,-0.0012,0.00126,0.3451,272,54.4,4,HAC+IA(bw=4),0.6160588235294118,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.2,GPR_custom_z,0.0043,0.00251,0.0881,272,54.4,4,HAC+IA(bw=4),0.2662014388489209,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.2,Gold_x_GPR,0.00121,0.00088,0.1685,272,54.4,4,HAC+IA(bw=4),0.40907514450867055,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.25,Gold_z,-0.00035,0.00113,0.7581,272,68.0,4,HAC+IA(bw=4),0.9141880341880342,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.25,GPR_custom_z,0.00448,0.002,0.0264,272,68.0,4,HAC+IA(bw=4),0.1167157894736842,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.25,Gold_x_GPR,0.00127,0.00077,0.0998,272,68.0,4,HAC+IA(bw=4),0.2896551724137931,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.5,Gold_z,0.00131,0.00099,0.1875,272,136.0,4,HAC+IA(bw=4),0.4449152542372881,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.5,GPR_custom_z,0.0036,0.00132,0.007,272,136.0,4,HAC+IA(bw=4),0.042608695652173914,True
이벤트별,이란 전쟁,Gold+GPR+IA,0.5,Gold_x_GPR,0.00128,0.00068,0.0584,272,136.0,4,HAC+IA(bw=4),0.19313385826771653,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.75,Gold_z,0.00211,0.0011,0.0571,272,204.0,4,HAC+IA(bw=4),0.19033333333333333,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.75,GPR_custom_z,0.00019,0.00197,0.9227,272,204.0,4,HAC+IA(bw=4),0.9731732673267327,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.75,Gold_x_GPR,0.00109,0.00081,0.1794,272,204.0,4,HAC+IA(bw=4),0.43056,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.9,Gold_z,0.00361,0.00145,0.0132,272,244.8,4,HAC+IA(bw=4),0.06844444444444443,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.9,GPR_custom_z,0.00028,0.00353,0.9358,272,244.8,4,HAC+IA(bw=4),0.9731732673267327,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.9,Gold_x_GPR,0.00192,0.00117,0.1,272,244.8,4,HAC+IA(bw=4),0.2896551724137931,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.95,Gold_z,0.00184,0.00178,0.3018,272,258.4,4,HAC+IA(bw=4),0.5883888888888889,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.95,GPR_custom_z,0.00254,0.00509,0.6185,272,258.4,4,HAC+IA(bw=4),0.851704918032787,False
이벤트별,이란 전쟁,Gold+GPR+IA,0.95,Gold_x_GPR,-0.00158,0.00224,0.4819,272,258.4,4,HAC+IA(bw=4),0.7797461538461539,False
