범위,이벤트,모델,τ,변수,β,SE,p,n,유효n,BW,방법,p_bh,sig_bh
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.25,Gold_z,0.00946,0.00247,0.0002,339,84.8,5,HAC+IA(bw=5),0.002048780487804878,True
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.25,GPR_custom_z,-0.00294,0.0048,0.54,339,84.8,5,HAC+IA(bw=5),0.8158273381294965,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.25,Gold_x_GPR,0.00823,0.004,0.0404,339,84.8,5,HAC+IA(bw=5),0.1575,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.5,Gold_z,0.00821,0.00271,0.0027,339,169.5,5,HAC+IA(bw=5),0.02025,True
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.5,GPR_custom_z,0.00163,0.00269,0.5466,339,169.5,5,HAC+IA(bw=5),0.816982206405694,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.5,Gold_x_GPR,0.00322,0.00475,0.4972,339,169.5,5,HAC+IA(bw=5),0.7811070110701107,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.75,Gold_z,0.0068,0.00329,0.0391,339,254.2,5,HAC+IA(bw=5),0.1549245283018868,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.75,GPR_custom_z,0.0027,0.00327,0.4101,339,254.2,5,HAC+IA(bw=5),0.7030285714285716,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.75,Gold_x_GPR,0.00058,0.0059,0.9217,339,254.2,5,HAC+IA(bw=5),0.9731732673267327,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.9,Gold_z,0.00191,0.00538,0.7235,339,305.1,5,HAC+IA(bw=5),0.9064792899408285,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.9,GPR_custom_z,0.00888,0.00826,0.283,339,305.1,5,HAC+IA(bw=5),0.566,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.9,Gold_x_GPR,-0.00689,0.00974,0.4797,339,305.1,5,HAC+IA(bw=5),0.7797461538461539,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.95,Gold_z,0.00603,0.006,0.3162,339,322.1,5,HAC+IA(bw=5),0.6036545454545454,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.95,GPR_custom_z,0.00926,0.01036,0.3722,339,322.1,5,HAC+IA(bw=5),0.65135,False
이벤트별,솔레이마니 암살,Gold+GPR+IA,0.95,Gold_x_GPR,-0.01007,0.01069,0.3468,339,322.1,5,HAC+IA(bw=5),0.6160588235294118,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.01,SP500_z,0.04756,0.0068,0.0,475,4.8,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.01,GPR_custom_z,0.01854,0.01019,0.0695,475,4.8,5,HAC+IA(bw=5),0.22282442748091605,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.01,SP500_x_GPR,-0.00526,0.00509,0.3018,475,4.8,5,HAC+IA(bw=5),0.5883888888888889,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.025,SP500_z,0.03955,0.00503,0.0,475,11.9,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.025,GPR_custom_z,0.00791,0.00839,0.3461,475,11.9,5,HAC+IA(bw=5),0.6160588235294118,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.025,SP500_x_GPR,-0.00216,0.0042,0.6077,475,11.9,5,HAC+IA(bw=5),0.851704918032787,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.05,SP500_z,0.03172,0.00379,0.0,475,23.8,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.05,GPR_custom_z,0.00327,0.00711,0.6453,475,23.8,5,HAC+IA(bw=5),0.8686730769230769,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.05,SP500_x_GPR,0.00047,0.00356,0.8958,475,23.8,5,HAC+IA(bw=5),0.9719536082474227,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.1,SP500_z,0.02449,0.00275,0.0,475,47.5,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.1,GPR_custom_z,0.00356,0.00484,0.4626,475,47.5,5,HAC+IA(bw=5),0.758953125,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.1,SP500_x_GPR,-0.00211,0.00205,0.3056,475,47.5,5,HAC+IA(bw=5),0.5914838709677419,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.2,SP500_z,0.01759,0.00231,0.0,475,95.0,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.2,GPR_custom_z,0.00036,0.00313,0.9083,475,95.0,5,HAC+IA(bw=5),0.9731732673267327,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.2,SP500_x_GPR,0.00132,0.00171,0.4408,475,95.0,5,HAC+IA(bw=5),0.7288818897637797,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.25,SP500_z,0.0163,0.00235,0.0,475,118.8,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.25,GPR_custom_z,0.00148,0.00255,0.5611,475,118.8,5,HAC+IA(bw=5),0.8297957746478873,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.25,SP500_x_GPR,-5e-05,0.00148,0.9723,475,118.8,5,HAC+IA(bw=5),0.9918,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.5,SP500_z,0.01495,0.00251,0.0,475,237.5,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.5,GPR_custom_z,-0.00014,0.00158,0.9293,475,237.5,5,HAC+IA(bw=5),0.9731732673267327,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.5,SP500_x_GPR,-0.00013,0.00151,0.9292,475,237.5,5,HAC+IA(bw=5),0.9731732673267327,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.75,SP500_z,0.01822,0.00283,0.0,475,356.2,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.75,GPR_custom_z,-0.00297,0.00226,0.1896,475,356.2,5,HAC+IA(bw=5),0.44557541899441344,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.75,SP500_x_GPR,-0.00174,0.00178,0.3281,475,356.2,5,HAC+IA(bw=5),0.6110442477876107,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.9,SP500_z,0.01523,0.0037,0.0,475,427.5,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.9,GPR_custom_z,-0.0064,0.00401,0.1113,475,427.5,5,HAC+IA(bw=5),0.3095761589403973,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.9,SP500_x_GPR,5e-05,0.00233,0.9844,475,427.5,5,HAC+IA(bw=5),0.9918,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.95,SP500_z,0.0203,0.00432,0.0,475,451.2,5,HAC+IA(bw=5),0.0,True
이벤트별,러-우 전쟁,SP500+GPR+IA,0.95,GPR_custom_z,-0.00674,0.00587,0.2518,475,451.2,5,HAC+IA(bw=5),0.52878,False
이벤트별,러-우 전쟁,SP500+GPR+IA,0.95,SP500_x_GPR,-0.00226,0.00288,0.4344,475,451.2,5,HAC+IA(bw=5),0.724,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.01,Gold_z,0.02644,0.01044,0.0117,475,4.8,5,HAC+IA(bw=5),0.061424999999999993,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.01,GPR_custom_z,-0.04467,0.02515,0.0763,475,4.8,5,HAC+IA(bw=5),0.23914925373134327,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.01,Gold_x_GPR,0.04138,0.02053,0.0444,475,4.8,5,HAC+IA(bw=5),0.168,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.025,Gold_z,-0.0009,0.00639,0.888,475,11.9,5,HAC+IA(bw=5),0.9719536082474227,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.025,GPR_custom_z,-0.01284,0.01364,0.3472,475,11.9,5,HAC+IA(bw=5),0.6160588235294118,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.025,Gold_x_GPR,0.01536,0.00815,0.0601,475,11.9,5,HAC+IA(bw=5),0.197203125,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.05,Gold_z,-0.00622,0.00489,0.204,475,23.8,5,HAC+IA(bw=5),0.4610967741935484,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.05,GPR_custom_z,0.00261,0.0075,0.7285,475,23.8,5,HAC+IA(bw=5),0.9064792899408285,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.05,Gold_x_GPR,-0.00234,0.00364,0.5211,475,23.8,5,HAC+IA(bw=5),0.7958618181818181,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.1,Gold_z,-0.00029,0.00428,0.9456,475,47.5,5,HAC+IA(bw=5),0.9758034398034398,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.1,GPR_custom_z,0.00181,0.00578,0.755,475,47.5,5,HAC+IA(bw=5),0.9138328530259366,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.1,Gold_x_GPR,-0.00834,0.00393,0.0341,475,47.5,5,HAC+IA(bw=5),0.1418019801980198,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.2,Gold_z,-0.00129,0.00321,0.6872,475,95.0,5,HAC+IA(bw=5),0.8935727554179568,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.2,GPR_custom_z,6e-05,0.0036,0.9863,475,95.0,5,HAC+IA(bw=5),0.9918,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.2,Gold_x_GPR,-0.00374,0.00248,0.1333,475,95.0,5,HAC+IA(bw=5),0.33954216867469883,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.25,Gold_z,-0.0029,0.0031,0.3491,475,118.8,5,HAC+IA(bw=5),0.6160588235294118,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.25,GPR_custom_z,-0.00067,0.00341,0.8452,475,118.8,5,HAC+IA(bw=5),0.9498031914893617,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.25,Gold_x_GPR,-0.00297,0.00236,0.2101,475,118.8,5,HAC+IA(bw=5),0.4685625,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.5,Gold_z,0.00121,0.0027,0.6538,475,237.5,5,HAC+IA(bw=5),0.8705696202531646,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.5,GPR_custom_z,-0.00132,0.00197,0.504,475,237.5,5,HAC+IA(bw=5),0.7811070110701107,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.5,Gold_x_GPR,-0.00045,0.0022,0.8394,475,237.5,5,HAC+IA(bw=5),0.9498031914893617,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.75,Gold_z,0.0004,0.0029,0.891,475,356.2,5,HAC+IA(bw=5),0.9719536082474227,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.75,GPR_custom_z,-0.00338,0.00259,0.193,475,356.2,5,HAC+IA(bw=5),0.45033333333333336,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.75,Gold_x_GPR,0.0007,0.00239,0.7711,475,356.2,5,HAC+IA(bw=5),0.9148644067796611,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.9,Gold_z,-0.00178,0.00377,0.6367,475,427.5,5,HAC+IA(bw=5),0.8627612903225808,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.9,GPR_custom_z,-0.00396,0.00487,0.4161,475,427.5,5,HAC+IA(bw=5),0.7075384615384616,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.9,Gold_x_GPR,-0.00088,0.00252,0.7265,475,427.5,5,HAC+IA(bw=5),0.9064792899408285,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.95,Gold_z,-0.00138,0.0045,0.7599,475,451.2,5,HAC+IA(bw=5),0.9141880341880342,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.95,GPR_custom_z,-0.0061,0.00633,0.3355,475,451.2,5,HAC+IA(bw=5),0.6160588235294118,False
이벤트별,러-우 전쟁,Gold+GPR+IA,0.95,Gold_x_GPR,-0.00149,0.0029,0.6075,475,451.2,5,HAC+IA(bw=5),0.851704918032787,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.01,SP500_z,0.00211,0.00714,0.7676,260,2.6,4,HAC+IA(bw=4),0.9148644067796611,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.01,GPR_custom_z,-0.00012,0.00929,0.9893,260,2.6,4,HAC+IA(bw=4),0.9918,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.01,SP500_x_GPR,-0.01685,0.00799,0.036,260,2.6,4,HAC+IA(bw=4),0.1461923076923077,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.025,SP500_z,0.00282,0.00552,0.6099,260,6.5,4,HAC+IA(bw=4),0.851704918032787,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.025,GPR_custom_z,0.00355,0.00711,0.6181,260,6.5,4,HAC+IA(bw=4),0.851704918032787,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.025,SP500_x_GPR,-0.01043,0.00582,0.074,260,6.5,4,HAC+IA(bw=4),0.23368421052631577,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.05,SP500_z,0.01258,0.00446,0.0052,260,13.0,4,HAC+IA(bw=4),0.03211764705882353,True
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.05,GPR_custom_z,0.0023,0.00549,0.6758,260,13.0,4,HAC+IA(bw=4),0.8869874999999998,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.05,SP500_x_GPR,-0.0106,0.00441,0.0169,260,13.0,4,HAC+IA(bw=4),0.0806590909090909,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.1,SP500_z,0.00534,0.0033,0.1069,260,26.0,4,HAC+IA(bw=4),0.30132885906040263,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.1,GPR_custom_z,0.00222,0.0042,0.5981,260,26.0,4,HAC+IA(bw=4),0.851704918032787,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.1,SP500_x_GPR,-0.0056,0.00344,0.1053,260,26.0,4,HAC+IA(bw=4),0.2988243243243243,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.2,SP500_z,0.00751,0.00256,0.0037,260,52.0,4,HAC+IA(bw=4),0.024666666666666667,True
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.2,GPR_custom_z,0.00052,0.00304,0.8639,260,52.0,4,HAC+IA(bw=4),0.9594617414248022,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.2,SP500_x_GPR,-0.00519,0.00269,0.0548,260,52.0,4,HAC+IA(bw=4),0.18865573770491806,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.25,SP500_z,0.0065,0.00241,0.0074,260,65.0,4,HAC+IA(bw=4),0.043166666666666666,True
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.25,GPR_custom_z,-7e-05,0.00281,0.9808,260,65.0,4,HAC+IA(bw=4),0.9918,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.25,SP500_x_GPR,-0.00385,0.00255,0.1319,260,65.0,4,HAC+IA(bw=4),0.33954216867469883,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.5,SP500_z,0.00712,0.00213,0.0009,260,130.0,4,HAC+IA(bw=4),0.008217391304347826,True
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.5,GPR_custom_z,0.00063,0.00177,0.7198,260,130.0,4,HAC+IA(bw=4),0.9064792899408285,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.5,SP500_x_GPR,-0.00426,0.0022,0.0539,260,130.0,4,HAC+IA(bw=4),0.1870909090909091,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.75,SP500_z,0.00435,0.00282,0.1238,260,195.0,4,HAC+IA(bw=4),0.33118471337579614,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.75,GPR_custom_z,0.00508,0.00265,0.0558,260,195.0,4,HAC+IA(bw=4),0.18933870967741934,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.75,SP500_x_GPR,-0.00609,0.0038,0.1103,260,195.0,4,HAC+IA(bw=4),0.30884,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.9,SP500_z,0.00128,0.00496,0.7969,260,234.0,4,HAC+IA(bw=4),0.9245801104972377,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.9,GPR_custom_z,0.0088,0.0058,0.1301,260,234.0,4,HAC+IA(bw=4),0.33954216867469883,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.9,SP500_x_GPR,-0.01083,0.00742,0.1455,260,234.0,4,HAC+IA(bw=4),0.36592814371257487,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.95,SP500_z,0.00052,0.00721,0.9427,260,247.0,4,HAC+IA(bw=4),0.9752068965517241,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.95,GPR_custom_z,0.01186,0.00915,0.1962,260,247.0,4,HAC+IA(bw=4),0.45527071823204424,False
이벤트별,이스라엘-하마스,SP500+GPR+IA,0.95,SP500_x_GPR,-0.01364,0.01069,0.2031,260,247.0,4,HAC+IA(bw=4),0.4610967741935484,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.01,Gold_z,9e-05,0.00842,0.9917,260,2.6,4,HAC+IA(bw=4),0.9918,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.01,GPR_custom_z,0.0012,0.00935,0.8979,260,2.6,4,HAC+IA(bw=4),0.9719536082474227,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.01,Gold_x_GPR,0.00834,0.00667,0.2121,260,2.6,4,HAC+IA(bw=4),0.4685625,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.025,Gold_z,-0.00399,0.00839,0.6351,260,6.5,4,HAC+IA(bw=4),0.8627612903225808,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.025,GPR_custom_z,-0.00176,0.00903,0.8456,260,6.5,4,HAC+IA(bw=4),0.9498031914893617,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.025,Gold_x_GPR,0.01018,0.00655,0.1215,260,6.5,4,HAC+IA(bw=4),0.32711538461538464,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.05,Gold_z,0.0029,0.0056,0.6043,260,13.0,4,HAC+IA(bw=4),0.851704918032787,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.05,GPR_custom_z,0.00291,0.00575,0.613,260,13.0,4,HAC+IA(bw=4),0.851704918032787,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.05,Gold_x_GPR,-0.01307,0.00615,0.0345,260,13.0,4,HAC+IA(bw=4),0.1420588235294118,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.1,Gold_z,0.00236,0.005,0.6368,260,26.0,4,HAC+IA(bw=4),0.8627612903225808,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.1,GPR_custom_z,0.00451,0.00435,0.3012,260,26.0,4,HAC+IA(bw=4),0.5883888888888889,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.1,Gold_x_GPR,-0.00563,0.00388,0.1478,260,26.0,4,HAC+IA(bw=4),0.36949999999999994,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.2,Gold_z,0.00247,0.00438,0.5734,260,52.0,4,HAC+IA(bw=4),0.8420559440559441,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.2,GPR_custom_z,0.00217,0.00332,0.5141,260,52.0,4,HAC+IA(bw=4),0.788036496350365,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.2,Gold_x_GPR,-0.00315,0.00322,0.3288,260,52.0,4,HAC+IA(bw=4),0.6110442477876107,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.25,Gold_z,0.00038,0.00433,0.9302,260,65.0,4,HAC+IA(bw=4),0.9731732673267327,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.25,GPR_custom_z,0.00169,0.00302,0.5765,260,65.0,4,HAC+IA(bw=4),0.8436585365853658,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.25,Gold_x_GPR,-0.00296,0.00313,0.3454,260,65.0,4,HAC+IA(bw=4),0.6160588235294118,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.5,Gold_z,0.00311,0.0036,0.3894,260,130.0,4,HAC+IA(bw=4),0.6766859504132232,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.5,GPR_custom_z,0.00137,0.00204,0.5027,260,130.0,4,HAC+IA(bw=4),0.7811070110701107,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.5,Gold_x_GPR,-0.00295,0.00263,0.2631,260,130.0,4,HAC+IA(bw=4),0.5455902439024389,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.75,Gold_z,0.00377,0.00315,0.2328,260,195.0,4,HAC+IA(bw=4),0.5014153846153846,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.75,GPR_custom_z,0.0019,0.00229,0.408,260,195.0,4,HAC+IA(bw=4),0.702295081967213,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.75,Gold_x_GPR,-0.00385,0.00245,0.1171,260,195.0,4,HAC+IA(bw=4),0.3214509803921568,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.9,Gold_z,0.00054,0.00331,0.8717,260,234.0,4,HAC+IA(bw=4),0.9634578947368422,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.9,GPR_custom_z,0.00665,0.00488,0.1737,260,234.0,4,HAC+IA(bw=4),0.4192758620689655,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.9,Gold_x_GPR,-0.00957,0.00318,0.0029,260,234.0,4,HAC+IA(bw=4),0.021368421052631578,True
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.95,Gold_z,0.00801,0.00401,0.0467,260,247.0,4,HAC+IA(bw=4),0.1748793103448276,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.95,GPR_custom_z,0.00796,0.00721,0.2705,260,247.0,4,HAC+IA(bw=4),0.5515048543689322,False
이벤트별,이스라엘-하마스,Gold+GPR+IA,0.95,Gold_x_GPR,-0.01248,0.00385,0.0013,260,247.0,4,HAC+IA(bw=4),0.010705882352941174,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.01,SP500_z,0.0196,0.00624,0.0019,299,3.0,5,HAC+IA(bw=5),0.014777777777777779,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.01,GPR_custom_z,-0.00394,0.00831,0.6354,299,3.0,5,HAC+IA(bw=5),0.8627612903225808,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.01,SP500_x_GPR,0.00384,0.00583,0.5107,299,3.0,5,HAC+IA(bw=5),0.7856923076923078,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.025,SP500_z,0.02587,0.00546,0.0,299,7.5,5,HAC+IA(bw=5),0.0,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.025,GPR_custom_z,-0.00497,0.00672,0.4602,299,7.5,5,HAC+IA(bw=5),0.7579764705882353,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.025,SP500_x_GPR,0.00306,0.00502,0.543,299,7.5,5,HAC+IA(bw=5),0.816982206405694,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.05,SP500_z,0.0237,0.00507,0.0,299,15.0,5,HAC+IA(bw=5),0.0,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.05,GPR_custom_z,-0.00216,0.00594,0.7168,299,15.0,5,HAC+IA(bw=5),0.9064792899408285,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.05,SP500_x_GPR,-0.00042,0.00455,0.927,299,15.0,5,HAC+IA(bw=5),0.9731732673267327,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.1,SP500_z,0.0177,0.00429,0.0,299,29.9,5,HAC+IA(bw=5),0.0,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.1,GPR_custom_z,-0.00318,0.00473,0.5018,299,29.9,5,HAC+IA(bw=5),0.7811070110701107,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.1,SP500_x_GPR,-0.00141,0.0038,0.7105,299,29.9,5,HAC+IA(bw=5),0.9064792899408285,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.2,SP500_z,0.01804,0.00362,0.0,299,59.8,5,HAC+IA(bw=5),0.0,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.2,GPR_custom_z,-0.00028,0.00327,0.9307,299,59.8,5,HAC+IA(bw=5),0.9731732673267327,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.2,SP500_x_GPR,0.00197,0.00309,0.5246,299,59.8,5,HAC+IA(bw=5),0.798304347826087,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.25,SP500_z,0.01756,0.00352,0.0,299,74.8,5,HAC+IA(bw=5),0.0,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.25,GPR_custom_z,0.00012,0.00298,0.9673,299,74.8,5,HAC+IA(bw=5),0.9908926829268293,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.25,SP500_x_GPR,0.00378,0.00304,0.2142,299,74.8,5,HAC+IA(bw=5),0.4685625,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.5,SP500_z,0.0172,0.00346,0.0,299,149.5,5,HAC+IA(bw=5),0.0,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.5,GPR_custom_z,-0.00062,0.00206,0.7625,299,149.5,5,HAC+IA(bw=5),0.9141880341880342,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.5,SP500_x_GPR,-0.00139,0.00262,0.5964,299,149.5,5,HAC+IA(bw=5),0.851704918032787,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.75,SP500_z,0.01856,0.00386,0.0,299,224.2,5,HAC+IA(bw=5),0.0,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.75,GPR_custom_z,-0.00207,0.00298,0.4883,299,224.2,5,HAC+IA(bw=5),0.7811070110701107,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.75,SP500_x_GPR,-0.00162,0.00283,0.5678,299,224.2,5,HAC+IA(bw=5),0.8367578947368421,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.9,SP500_z,0.02313,0.00449,0.0,299,269.1,5,HAC+IA(bw=5),0.0,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.9,GPR_custom_z,-0.00028,0.0048,0.9538,299,269.1,5,HAC+IA(bw=5),0.9794523227383863,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.9,SP500_x_GPR,-0.00086,0.00357,0.8095,299,269.1,5,HAC+IA(bw=5),0.9340384615384616,False
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.95,SP500_z,0.01905,0.0059,0.0014,299,284.1,5,HAC+IA(bw=5),0.01109433962264151,True
이벤트별,이스라엘-이란 충돌,SP500+GPR+IA,0.95,GPR_custom_z,-0.00325,0.00647,0.6157,299,284.1,5,HAC+IA(bw=5),0.851704918032787,False
